medal_date,medal_type,medal_code,name,gender,country_code,country,country_long,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code_athlete,code_team
8/3/2024,Gold Medal,1,von BREDOW-WERNDL Jessica,Female,GER,Germany,Germany,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,2/16/1986,1914905,EQUODRESTEAMGER01
8/3/2024,Gold Medal,1,WANDRES Frederic,Male,GER,Germany,Germany,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,3/25/1987,1914936,EQUODRESTEAMGER01
8/3/2024,Gold Medal,1,WERTH Isabell,Female,GER,Germany,Germany,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,7/21/1969,1914909,EQUODRESTEAMGER01
8/3/2024,Gold Medal,1,ROTHENBERGER Soenke,Male,GER,Germany,Germany,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,10/14/1994,1914907,EQUODRESTEAMGER01
8/3/2024,Silver Medal,2,BACHMANN ANDERSEN Daniel,Male,DEN,Denmark,Denmark,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,6/1/1990,1892359,EQUODRESTEAMDEN01
8/3/2024,Silver Medal,2,LAUDRUP-DUFOUR Cathrine,Female,DEN,Denmark,Denmark,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,1/2/1992,1892363,EQUODRESTEAMDEN01
8/3/2024,Silver Medal,2,SKODBORG MERRALD Nanna,Female,DEN,Denmark,Denmark,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,10/8/1993,1892358,EQUODRESTEAMDEN01
8/3/2024,Silver Medal,2,SLOTH Nadja Aaboe,Female,DEN,Denmark,Denmark,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,10/23/1992,1892364,EQUODRESTEAMDEN01
8/3/2024,Bronze Medal,3,FRY Charlotte,Female,GBR,Great Britain,Great Britain,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,2/11/1996,1970905,EQUODRESTEAMGBR01
8/3/2024,Bronze Medal,3,HESTER Carl,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,6/29/1967,1970910,EQUODRESTEAMGBR01
8/3/2024,Bronze Medal,3,MOODY Becky,Female,GBR,Great Britain,Great Britain,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,3/16/1980,1970921,EQUODRESTEAMGBR01
8/3/2024,Bronze Medal,3,GOULD Andrew,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,5/21/1980,1970907,EQUODRESTEAMGBR01
8/3/2024,Gold Medal,1,KHARLAN Olga,Female,UKR,Ukraine,Ukraine,Ukraine,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,9/4/1990,1897644,FENWTEAMSABRUKR01
8/3/2024,Gold Medal,1,KOMASHCHUK Alina,Female,UKR,Ukraine,Ukraine,Ukraine,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,4/24/1993,1897638,FENWTEAMSABRUKR01
8/3/2024,Gold Medal,1,KRAVATSKA Olena,Female,UKR,Ukraine,Ukraine,Ukraine,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,6/22/1992,1897637,FENWTEAMSABRUKR01
8/3/2024,Gold Medal,1,BAKASTOVA Yuliia,Female,UKR,Ukraine,Ukraine,Ukraine,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,6/26/1996,1897633,FENWTEAMSABRUKR01
8/3/2024,Silver Medal,2,YOON Jisu,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,1/24/1993,1927158,FENWTEAMSABRKOR01
8/3/2024,Silver Medal,2,JEON Hayoung,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,8/18/2001,1927123,FENWTEAMSABRKOR01
8/3/2024,Silver Medal,2,CHOI Sebin,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,8/11/2000,1927113,FENWTEAMSABRKOR01
8/3/2024,Silver Medal,2,JEON Eunhye,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,8/1/1997,1927122,FENWTEAMSABRKOR01
8/3/2024,Bronze Medal,3,EMURA Misaki,Female,JPN,Japan,Japan,Japan,Japan,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,11/20/1998,1896542,FENWTEAMSABRJPN01
8/3/2024,Bronze Medal,3,TAKASHIMA Risa,Female,JPN,Japan,Japan,Japan,Japan,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,2/8/1999,1896519,FENWTEAMSABRJPN01
8/3/2024,Bronze Medal,3,FUKUSHIMA Shihomi,Female,JPN,Japan,Japan,Japan,Japan,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,6/19/1995,1896541,FENWTEAMSABRJPN01
8/3/2024,Bronze Medal,3,OZAKI Seri,Female,JPN,Japan,Japan,Japan,Japan,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,9/22/2002,1896522,FENWTEAMSABRJPN01
8/3/2024,Gold Medal,1,BOUKLI Shirine,Female,FRA,France,France,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1/24/1999,1891280,JUDXTEAM6---FRA01
8/3/2024,Gold Medal,1,BUCHARD Amandine,Female,FRA,France,France,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,7/12/1995,1891283,JUDXTEAM6---FRA01
8/3/2024,Gold Medal,1,CYSIQUE Sarah Leonie,Female,FRA,France,France,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,7/6/1998,1891286,JUDXTEAM6---FRA01
8/3/2024,Gold Medal,1,AGBEGNENOU Clarisse,Female,FRA,France,France,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,10/25/1992,1891289,JUDXTEAM6---FRA01
8/3/2024,Gold Medal,1,GAHIE Marie Eve,Female,FRA,France,France,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,11/27/1996,1891292,JUDXTEAM6---FRA01
8/3/2024,Gold Medal,1,DICKO Romane,Female,FRA,France,France,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,9/30/1999,1891300,JUDXTEAM6---FRA01
8/3/2024,Gold Medal,1,MALONGA Madeleine,Female,FRA,France,France,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,12/25/1993,1891297,JUDXTEAM6---FRA01
8/3/2024,Gold Medal,1,GABA Joan-Benjamin,Male,FRA,France,France,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1/7/2001,1891311,JUDXTEAM6---FRA01
8/3/2024,Gold Medal,1,KHYAR Walide,Male,FRA,France,France,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,6/9/1995,1891307,JUDXTEAM6---FRA01
8/3/2024,Gold Medal,1,MKHEIDZE Luka,Male,FRA,France,France,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1/5/1996,1891304,JUDXTEAM6---FRA01
8/3/2024,Gold Medal,1,DJALO Alpha Oumar,Male,FRA,France,France,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,9/5/1996,1891314,JUDXTEAM6---FRA01
8/3/2024,Gold Medal,1,NGAYAP HAMBOU Maxime-Gael,Male,FRA,France,France,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,6/22/2001,1891318,JUDXTEAM6---FRA01
8/3/2024,Gold Medal,1,DIESSE Aurelien,Male,FRA,France,France,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,10/16/1997,1891320,JUDXTEAM6---FRA01
8/3/2024,Gold Medal,1,RINER Teddy,Male,FRA,France,France,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,4/7/1989,1891323,JUDXTEAM6---FRA01
8/3/2024,Silver Medal,2,ABE Uta,Female,JPN,Japan,Japan,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,7/14/2000,1896760,JUDXTEAM6---JPN01
8/3/2024,Silver Medal,2,FUNAKUBO Haruka,Female,JPN,Japan,Japan,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,10/10/1998,1896733,JUDXTEAM6---JPN01
8/3/2024,Silver Medal,2,TSUNODA Natsumi,Female,JPN,Japan,Japan,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,8/6/1992,1896735,JUDXTEAM6---JPN01
8/3/2024,Silver Medal,2,NIIZOE Saki,Female,JPN,Japan,Japan,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,7/4/1996,1896744,JUDXTEAM6---JPN01
8/3/2024,Silver Medal,2,TAKAICHI Miku,Female,JPN,Japan,Japan,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,4/7/1994,1896767,JUDXTEAM6---JPN01
8/3/2024,Silver Medal,2,SONE Akira,Female,JPN,Japan,Japan,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,7/9/2000,1896762,JUDXTEAM6---JPN01
8/3/2024,Silver Medal,2,TAKAYAMA Rika,Female,JPN,Japan,Japan,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,8/27/1994,1896743,JUDXTEAM6---JPN01
8/3/2024,Silver Medal,2,ABE Hifumi,Male,JPN,Japan,Japan,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,8/9/1997,1896763,JUDXTEAM6---JPN01
8/3/2024,Silver Medal,2,HASHIMOTO Soichi,Male,JPN,Japan,Japan,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,8/24/1991,1896740,JUDXTEAM6---JPN01
8/3/2024,Silver Medal,2,NAGAYAMA Ryuju,Male,JPN,Japan,Japan,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,4/15/1996,1896752,JUDXTEAM6---JPN01
8/3/2024,Silver Medal,2,MURAO Sanshiro,Male,JPN,Japan,Japan,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,8/28/2000,1896750,JUDXTEAM6---JPN01
8/3/2024,Silver Medal,2,NAGASE Takanori,Male,JPN,Japan,Japan,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,10/14/1993,1896765,JUDXTEAM6---JPN01
8/3/2024,Silver Medal,2,SAITO Tatsuru,Male,JPN,Japan,Japan,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,3/8/2002,1896748,JUDXTEAM6---JPN01
8/3/2024,Silver Medal,2,WOLF Aaron,Male,JPN,Japan,Japan,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,2/25/1996,1896764,JUDXTEAM6---JPN01
8/3/2024,Bronze Medal,3,PIMENTA Larissa,Female,BRA,Brazil,Brazil,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,3/1/1999,1953817,JUDXTEAM6---BRA01
8/3/2024,Bronze Medal,3,SILVA Rafaela,Female,BRA,Brazil,Brazil,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,4/24/1992,1953835,JUDXTEAM6---BRA01
8/3/2024,Bronze Medal,3,QUADROS Ketleyn,Female,BRA,Brazil,Brazil,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,10/1/1987,1953812,JUDXTEAM6---BRA01
8/3/2024,Bronze Medal,3,SOUZA Beatriz,Female,BRA,Brazil,Brazil,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,5/20/1998,1953777,JUDXTEAM6---BRA01
8/3/2024,Bronze Medal,3,CARGNIN Daniel,Male,BRA,Brazil,Brazil,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,12/20/1997,1953781,JUDXTEAM6---BRA01
8/3/2024,Bronze Medal,3,LIMA Willian,Male,BRA,Brazil,Brazil,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,1/31/2000,1953840,JUDXTEAM6---BRA01
8/3/2024,Bronze Medal,3,MACEDO Rafael,Male,BRA,Brazil,Brazil,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,8/15/1994,1953832,JUDXTEAM6---BRA01
8/3/2024,Bronze Medal,3,SCHIMIDT Guilherme,Male,BRA,Brazil,Brazil,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,11/6/2000,1953799,JUDXTEAM6---BRA01
8/3/2024,Bronze Medal,3,GONCALVES Leonardo,Male,BRA,Brazil,Brazil,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,3/1/1996,1953816,JUDXTEAM6---BRA01
8/3/2024,Bronze Medal,3,SILVA Rafael,Male,BRA,Brazil,Brazil,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,5/11/1987,1953836,JUDXTEAM6---BRA01
8/3/2024,Bronze Medal,3,HUH Mimi,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,12/19/2002,1928067,JUDXTEAM6---KOR01
8/3/2024,Bronze Medal,3,JUNG Yerin,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,7/15/1996,1940097,JUDXTEAM6---KOR01
8/3/2024,Bronze Medal,3,LEE Hyekyeong,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,1/12/1996,1940098,JUDXTEAM6---KOR01
8/3/2024,Bronze Medal,3,KIM Jisu,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,12/12/2000,1928071,JUDXTEAM6---KOR01
8/3/2024,Bronze Medal,3,KIM Hayun,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,1/7/2000,1928070,JUDXTEAM6---KOR01
8/3/2024,Bronze Medal,3,YOON Hyunji,Female,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,2/14/1994,1928082,JUDXTEAM6---KOR01
8/3/2024,Bronze Medal,3,AN Baul,Male,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,3/25/1994,1928064,JUDXTEAM6---KOR01
8/3/2024,Bronze Medal,3,KIM Won Jin,Male,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,5/1/1992,1928074,JUDXTEAM6---KOR01
8/3/2024,Bronze Medal,3,HAN Juyeo,Male,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,4/21/1999,1928066,JUDXTEAM6---KOR01
8/3/2024,Bronze Medal,3,LEE Joonhwan,Male,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,6/19/2002,1928079,JUDXTEAM6---KOR01
8/3/2024,Bronze Medal,3,KIM Minjong,Male,KOR,Korea,Republic of Korea,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,9/1/2000,1928072,JUDXTEAM6---KOR01
8/3/2024,Gold Medal,1,CARNEGIE Sholto,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,2/28/1995,1901045,ROWMCOXED8--GBR01
8/3/2024,Gold Medal,1,GIBBS Rory,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,4/3/1994,1901068,ROWMCOXED8--GBR01
8/3/2024,Gold Medal,1,BOLDING Morgan,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,5/13/1995,1901036,ROWMCOXED8--GBR01
8/3/2024,Gold Medal,1,DAWSON Jacob,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,11/2/1993,1901051,ROWMCOXED8--GBR01
8/3/2024,Gold Medal,1,ELWES Charles,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,7/15/1997,1901062,ROWMCOXED8--GBR01
8/3/2024,Gold Medal,1,DIGBY Tom,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,7/23/1998,1901056,ROWMCOXED8--GBR01
8/3/2024,Gold Medal,1,RUDKIN James,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,7/7/1994,1901089,ROWMCOXED8--GBR01
8/3/2024,Gold Medal,1,FORD Tom,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,10/3/1992,1901064,ROWMCOXED8--GBR01
8/3/2024,Gold Medal,1,BRIGHTMORE Harry,Male,GBR,Great Britain,Great Britain,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,7/1/1994,1901041,ROWMCOXED8--GBR01
8/3/2024,Silver Medal,2,RIENKS Ralf,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,9/23/1997,1965596,ROWMCOXED8--NED01
8/3/2024,Silver Medal,2,MOLENAAR Olav,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,3/28/1999,1965587,ROWMCOXED8--NED01
8/3/2024,Silver Medal,2,de GRAAF Sander,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,6/13/1995,1965601,ROWMCOXED8--NED01
8/3/2024,Silver Medal,2,KNAB Ruben,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,2/19/1988,1965592,ROWMCOXED8--NED01
8/3/2024,Silver Medal,2,van DOORN Gert-Jan,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,2/3/1999,1965583,ROWMCOXED8--NED01
8/3/2024,Silver Medal,2,van de KERKHOF Jacob,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,10/12/1995,1965548,ROWMCOXED8--NED01
8/3/2024,Silver Medal,2,van der BIJ Jan,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,9/25/1991,1965597,ROWMCOXED8--NED01
8/3/2024,Silver Medal,2,MAKKER Mick,Male,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,2/5/1993,1965581,ROWMCOXED8--NED01
8/3/2024,Silver Medal,2,FETTER Dieuwke,Female,NED,Netherlands,Netherlands,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1/26/1991,1965562,ROWMCOXED8--NED01
8/3/2024,Bronze Medal,3,HOLLINGSWORTH Henry,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,9/5/1997,1944696,ROWMCOXED8--USA01
8/3/2024,Bronze Medal,3,RUSHER Nick,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,6/10/1999,1944757,ROWMCOXED8--USA01
8/3/2024,Bronze Medal,3,TABASH Christian,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,5/14/1999,1944764,ROWMCOXED8--USA01
8/3/2024,Bronze Medal,3,DEAN Clark,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,2/3/2000,1944660,ROWMCOXED8--USA01
8/3/2024,Bronze Medal,3,CARLSON Chris,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,3/14/1997,1944642,ROWMCOXED8--USA01
8/3/2024,Bronze Medal,3,CHATAIN Peter,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,11/8/1999,1944646,ROWMCOXED8--USA01
8/3/2024,Bronze Medal,3,OLSON Evan,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,7/26/1997,1944625,ROWMCOXED8--USA01
8/3/2024,Bronze Medal,3,QUINTON Pieter,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,2/11/1998,1944747,ROWMCOXED8--USA01
8/3/2024,Bronze Medal,3,MILNE Rielly,Male,USA,United States,United States of America,United States,United States of America,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,5/31/1996,1944731,ROWMCOXED8--USA01
8/3/2024,Gold Medal,1,RUSU Maria Magdalena,Female,ROU,Romania,Romania,Romania,Romania,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,9/30/1999,1550630,ROWWCOXED8--ROU01
8/3/2024,Gold Medal,1,ANGHEL Roxana,Female,ROU,Romania,Romania,Romania,Romania,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,1/1/1998,1550289,ROWWCOXED8--ROU01
8/3/2024,Gold Medal,1,BODNAR Ancuta,Female,ROU,Romania,Romania,Romania,Romania,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,9/25/1998,1550303,ROWWCOXED8--ROU01
8/3/2024,Gold Medal,1,LEHACI Maria,Female,ROU,Romania,Romania,Romania,Romania,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,6/28/1999,1550437,ROWWCOXED8--ROU01
8/3/2024,Gold Medal,1,ADAM Adriana,Female,ROU,Romania,Romania,Romania,Romania,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,4/11/1999,1550285,ROWWCOXED8--ROU01
8/3/2024,Gold Medal,1,BERES Amalia,Female,ROU,Romania,Romania,Romania,Romania,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,6/18/1997,1550294,ROWWCOXED8--ROU01
8/3/2024,Gold Medal,1,VRINCEANU Ioana,Female,ROU,Romania,Romania,Romania,Romania,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,3/7/1994,1550789,ROWWCOXED8--ROU01
8/3/2024,Gold Medal,1,RADIS Simona,Female,ROU,Romania,Romania,Romania,Romania,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,4/5/1999,1550560,ROWWCOXED8--ROU01
8/3/2024,Gold Medal,1,PETREANU Victoria Stefania,Female,ROU,Romania,Romania,Romania,Romania,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,1/21/2003,1550542,ROWWCOXED8--ROU01
8/3/2024,Silver Medal,2,SEVICK Jessica,Female,CAN,Canada,Canada,Canada,Canada,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,7/15/1989,1967522,ROWWCOXED8--CAN01
